No.,POLE_NAME,Link Providor,POLE_DESCRIPTION,LAT,LON,CAMERA_NAME,CAMERA_DESCRIPTION,DISTRICT,NVR_IP,nvr_type,NVR_PORT,RTC_ZONE,RTC_PORT,RTC_IP,NVR_CHANNEL_ID,NVR,API,MONITORING_TYPE,NVR_USERNAME,NVR_PASSWORD,NVR RTSP MAIN,NVR RTSP MAIN SUB,LOCATION_ID,THING_ID,FEATUREOFINTEREST_ID,SENSOR_ID,DATASTREAM_ID (Live),,,,check_lat,ckeck_long,check_errornew
670,AC-KT-03-B,NT,นานาชาติเอกมัย,13.72989,100.5924,AC-KT-03-B-C02,นานาชาติเอกมัย-CAM2,คลองเตย,10.89.75.30,NVR,554,CCTV-SYMC-RTC-09,1930,10.94.12.194,2,Hikvision,Hikvision-API,api,admin,P@ssw0rd,rtsp://admin:P@ssw0rd@10.89.75.30:554/Streaming/channels/201,rtsp://admin:P@ssw0rd@10.89.75.30:554/Streaming/channels/202,,,,,,ข้อมูลใน rtc ผิด,#N/A,,FALSE,FALSE,ข้อมูลใน rtc ผิด
671,AC-KT-03-B,NT,นานาชาติเอกมัย,13.72989,100.5924,AC-KT-03-B-C03,นานาชาติเอกมัย-CAM3,คลองเตย,10.89.75.30,NVR,554,CCTV-SYMC-RTC-09,1931,10.94.12.194,3,Hikvision,Hikvision-API,api,admin,P@ssw0rd,rtsp://admin:P@ssw0rd@10.89.75.30:554/Streaming/channels/301,rtsp://admin:P@ssw0rd@10.89.75.30:554/Streaming/channels/302,,,,,,ปกติ,#N/A,,FALSE,FALSE,ปกติ
657,AC-KT-11-A,NT,สายน้ำผึ้ง,13.72775,100.5651,AC-KT-11-A-C01,สายน้ำผึ้ง-CAM1,คลองเตย,10.89.36.158,NVR,554,CCTV-SYMC-RTC-09,1917,10.94.12.194,1,Hikvision,Hikvision-API,api,admin,P@ssw0rd,rtsp://admin:P@ssw0rd@10.89.36.158:554/Streaming/channels/101,rtsp://admin:P@ssw0rd@10.89.36.158:554/Streaming/channels/102,,,,,,ปกติ,#N/A,,FALSE,FALSE,ปกติ
658,AC-KT-11-A,NT,สายน้ำผึ้ง,13.72775,100.5651,AC-KT-11-A-C02,สายน้ำผึ้ง-CAM2,คลองเตย,10.89.36.158,NVR,554,CCTV-SYMC-RTC-09,1918,10.94.12.194,2,Hikvision,Hikvision-API,api,admin,P@ssw0rd,rtsp://admin:P@ssw0rd@10.89.36.158:554/Streaming/channels/201,rtsp://admin:P@ssw0rd@10.89.36.158:554/Streaming/channels/202,,,,,,ปกติ,#N/A,,FALSE,FALSE,ปกติ
659,AC-KT-11-A,NT,สายน้ำผึ้ง,13.72775,100.5651,AC-KT-11-A-C03,สายน้ำผึ้ง-CAM3,คลองเตย,10.89.36.158,NVR,554,CCTV-SYMC-RTC-09,1919,10.94.12.194,3,Hikvision,Hikvision-API,api,admin,P@ssw0rd,rtsp://admin:P@ssw0rd@10.89.36.158:554/Streaming/channels/301,rtsp://admin:P@ssw0rd@10.89.36.158:554/Streaming/channels/302,,,,,,ปกติ,#N/A,,FALSE,FALSE,ปกติ
660,AC-KT-11-A,NT,สายน้ำผึ้ง,13.72775,100.5651,AC-KT-11-A-C04,สายน้ำผึ้ง-CAM4,คลองเตย,10.89.36.158,NVR,554,CCTV-SYMC-RTC-09,1920,10.94.12.194,4,Hikvision,Hikvision-API,api,admin,P@ssw0rd,rtsp://admin:P@ssw0rd@10.89.36.158:554/Streaming/channels/401,rtsp://admin:P@ssw0rd@10.89.36.158:554/Streaming/channels/402,,,,,,ปกติ,#N/A,,FALSE,FALSE,ปกติ
830,AC-KW-05-A,NT,บ้านแบนชะโด,13.87575,100.7839,AC-KW-05-A-C1,บ้านแบนชะโด A-CAM1,คลองสามวา,10.89.1.30,554,NVR,CCTV-SYMC-RTC-07,1939,10.94.12.178,1,Dahua,Dahua-API,api,admin,Bma@1234,rtsp://admin:Bma@1234@10.89.1.30:554/cam/realmonitor?channel=1&subtype=0,rtsp://admin:Bma@1234@10.89.1.30:554/cam/realmonitor?channel=1&subtype=1,,,,,,user หรือ password ผิด,#N/A,,FALSE,FALSE,user หรือ password ผิด
839,AC-KW-05-A,NT,บ้านแบนชะโด,13.87575,100.7839,AC-KW-05-A-C2,บ้านแบนชะโด A-CAM2,คลองสามวา,10.89.1.30,554,NVR,CCTV-SYMC-RTC-07,1908,10.94.12.178,2,Dahua,Dahua-API,api,admin,Bma@1234,rtsp://admin:Bma@1234@10.89.1.30:554/cam/realmonitor?channel=2&subtype=0,rtsp://admin:Bma@1234@10.89.1.30:554/cam/realmonitor?channel=2&subtype=1,,,,,,user หรือ password ผิด,#N/A,,FALSE,FALSE,user หรือ password ผิด
848,AC-KW-05-A,NT,บ้านแบนชะโด,13.87575,100.7839,AC-KW-05-A-C3,บ้านแบนชะโด A-CAM3,คลองสามวา,10.89.1.30,554,NVR,CCTV-SYMC-RTC-07,1917,10.94.12.178,3,Dahua,Dahua-API,api,admin,Bma@1234,rtsp://admin:Bma@1234@10.89.1.30:554/cam/realmonitor?channel=3&subtype=0,rtsp://admin:Bma@1234@10.89.1.30:554/cam/realmonitor?channel=3&subtype=1,,,,,,user หรือ password ผิด,#N/A,,FALSE,FALSE,user หรือ password ผิด
857,AC-KW-05-B,NT,บ้านแบนชะโด,13.87575,100.7839,AC-KW-05-B-C1,บ้านแบนชะโด B-CAM1,คลองสามวา,10.89.1.62,554,NVR,CCTV-SYMC-RTC-07,1926,10.94.12.178,1,Dahua,Dahua-API,api,admin,Bma@1234,rtsp://admin:Bma@1234@10.89.1.62:554/cam/realmonitor?channel=1&subtype=0,rtsp://admin:Bma@1234@10.89.1.62:554/cam/realmonitor?channel=1&subtype=1,,,,,,ใช้เวลาตอบสนองนานเกิน-pingไม่เจอ,#N/A,,FALSE,FALSE,ใช้เวลาตอบสนองนานเกิน-pingไม่เจอ
866,AC-KW-05-B,NT,บ้านแบนชะโด,13.87575,100.7839,AC-KW-05-B-C2,บ้านแบนชะโด B-CAM2,คลองสามวา,10.89.1.62,554,NVR,CCTV-SYMC-RTC-07,1935,10.94.12.178,2,Dahua,Dahua-API,api,admin,Bma@1234,rtsp://admin:Bma@1234@10.89.1.62:554/cam/realmonitor?channel=2&subtype=0,rtsp://admin:Bma@1234@10.89.1.62:554/cam/realmonitor?channel=2&subtype=1,,,,,,ใช้เวลาตอบสนองนานเกิน-pingไม่เจอ,#N/A,,FALSE,FALSE,ใช้เวลาตอบสนองนานเกิน-pingไม่เจอ
108,AC-KW-06-A,NT,บ้านหนองระแหง (ชมแสงประชานุกูล),13.90113,100.6911,AC-KW-06-A-C01,บ้านหนองระแหง (ชมแสงประชานุกูล)-A-CAM1,คลองสามวา,10.89.1.126,554,NVR,CCTV-SYMC-RTC-07,1928,10.94.12.178,1,Dahua,Dahua-API,api,admin,Bma@1234,rtsp://admin:Bma@1234@10.89.1.126:554/cam/realmonitor?channel=1&subtype=0,rtsp://admin:Bma@1234@10.89.1.126:554/cam/realmonitor?channel=1&subtype=1,,,,,,ใช้เวลาตอบสนองนานเกิน-pingไม่เจอ,#N/A,,FALSE,FALSE,ใช้เวลาตอบสนองนานเกิน-pingไม่เจอ
117,AC-KW-06-A,NT,บ้านหนองระแหง (ชมแสงประชานุกูล),13.90113,100.6911,AC-KW-06-A-C02,บ้านหนองระแหง (ชมแสงประชานุกูล)-A-CAM2,คลองสามวา,10.89.1.126,554,NVR,CCTV-SYMC-RTC-07,1937,10.94.12.178,2,Dahua,Dahua-API,api,admin,Bma@1234,rtsp://admin:Bma@1234@10.89.1.126:554/cam/realmonitor?channel=2&subtype=0,rtsp://admin:Bma@1234@10.89.1.126:554/cam/realmonitor?channel=2&subtype=1,,,,,,ใช้เวลาตอบสนองนานเกิน-pingไม่เจอ,#N/A,,FALSE,FALSE,ใช้เวลาตอบสนองนานเกิน-pingไม่เจอ
126,AC-KW-06-A,NT,บ้านหนองระแหง (ชมแสงประชานุกูล),13.90113,100.6911,AC-KW-06-A-C03,บ้านหนองระแหง (ชมแสงประชานุกูล)-A-CAM3,คลองสามวา,10.89.1.126,554,NVR,CCTV-SYMC-RTC-07,1906,10.94.12.178,3,Dahua,Dahua-API,api,admin,Bma@1234,rtsp://admin:Bma@1234@10.89.1.126:554/cam/realmonitor?channel=3&subtype=0,rtsp://admin:Bma@1234@10.89.1.126:554/cam/realmonitor?channel=3&subtype=1,,,,,,ใช้เวลาตอบสนองนานเกิน-pingไม่เจอ,#N/A,,FALSE,FALSE,ใช้เวลาตอบสนองนานเกิน-pingไม่เจอ
55,AC-KW-06-A,NT,บ้านหนองระแหง (ชมแสงประชานุกูล),13.90113,100.6911,AC-KW-06-A-C04,บ้านหนองระแหง (ชมแสงประชานุกูล)-A-CAM4,คลองสามวา,10.89.1.126,554,NVR,CCTV-SYMC-RTC-07,1915,10.94.12.178,4,Dahua,Dahua-API,api,admin,Bma@1234,rtsp://admin:Bma@1234@10.89.1.126:554/cam/realmonitor?channel=4&subtype=0,rtsp://admin:Bma@1234@10.89.1.126:554/cam/realmonitor?channel=4&subtype=1,,,,,,ใช้เวลาตอบสนองนานเกิน-pingไม่เจอ,#N/A,,FALSE,FALSE,ใช้เวลาตอบสนองนานเกิน-pingไม่เจอ
804,AC-KW-06-A,NT,บ้านหนองระแหง (ชมแสงประชานุกูล),13.90113,100.6911,AC-KW-06-A-C1,บ้านหนองระแหง (ชมแสงประชานุกูล)-CAM1,คลองสามวา,10.89.1.94,554,NVR,CCTV-SYMC-RTC-07,1913,10.94.12.178,1,Dahua,Dahua-API,api,admin,Bma@1234,rtsp://admin:Bma@1234@10.89.1.94:554/cam/realmonitor?channel=1&subtype=0,rtsp://admin:Bma@1234@10.89.1.94:554/cam/realmonitor?channel=1&subtype=1,,,,,,ปกติ,#N/A,,FALSE,FALSE,ปกติ
64,AC-KW-06-B,NT,บ้านหนองระแหง (ชมแสงประชานุกูล),13.90113,100.6911,AC-KW-06-B-C01,บ้านหนองระแหง (ชมแสงประชานุกูล)-B-CAM1,คลองสามวา,10.89.1.126,554,NVR,CCTV-SYMC-RTC-07,1924,10.94.12.178,5,Dahua,Dahua-API,api,admin,Bma@1234,rtsp://admin:Bma@1234@10.89.1.126:554/cam/realmonitor?channel=5&subtype=0,rtsp://admin:Bma@1234@10.89.1.126:554/cam/realmonitor?channel=5&subtype=1,,,,,,ใช้เวลาตอบสนองนานเกิน-pingไม่เจอ,#N/A,,FALSE,FALSE,ใช้เวลาตอบสนองนานเกิน-pingไม่เจอ
73,AC-KW-06-B,NT,บ้านหนองระแหง (ชมแสงประชานุกูล),13.90113,100.6911,AC-KW-06-B-C02,บ้านหนองระแหง (ชมแสงประชานุกูล)-B-CAM2,คลองสามวา,10.89.1.126,554,NVR,CCTV-SYMC-RTC-07,1933,10.94.12.178,6,Dahua,Dahua-API,api,admin,Bma@1234,rtsp://admin:Bma@1234@10.89.1.126:554/cam/realmonitor?channel=6&subtype=0,rtsp://admin:Bma@1234@10.89.1.126:554/cam/realmonitor?channel=6&subtype=1,,,,,,ใช้เวลาตอบสนองนานเกิน-pingไม่เจอ,#N/A,,FALSE,FALSE,ใช้เวลาตอบสนองนานเกิน-pingไม่เจอ
82,AC-KW-06-B,NT,บ้านหนองระแหง (ชมแสงประชานุกูล),13.90113,100.6911,AC-KW-06-B-C03,บ้านหนองระแหง (ชมแสงประชานุกูล)-B-CAM3,คลองสามวา,10.89.1.126,554,NVR,CCTV-SYMC-RTC-07,1902,10.94.12.178,7,Dahua,Dahua-API,api,admin,Bma@1234,rtsp://admin:Bma@1234@10.89.1.126:554/cam/realmonitor?channel=7&subtype=0,rtsp://admin:Bma@1234@10.89.1.126:554/cam/realmonitor?channel=7&subtype=1,,,,,,ใช้เวลาตอบสนองนานเกิน-pingไม่เจอ,#N/A,,FALSE,FALSE,ใช้เวลาตอบสนองนานเกิน-pingไม่เจอ
91,AC-KW-06-B,NT,บ้านหนองระแหง (ชมแสงประชานุกูล),13.90113,100.6911,AC-KW-06-B-C04,บ้านหนองระแหง (ชมแสงประชานุกูล)-B-CAM4,คลองสามวา,10.89.1.126,554,NVR,CCTV-SYMC-RTC-07,1911,10.94.12.178,8,Dahua,Dahua-API,api,admin,Bma@1234,rtsp://admin:Bma@1234@10.89.1.126:554/cam/realmonitor?channel=8&subtype=0,rtsp://admin:Bma@1234@10.89.1.126:554/cam/realmonitor?channel=8&subtype=1,,,,,,ใช้เวลาตอบสนองนานเกิน-pingไม่เจอ,#N/A,,FALSE,FALSE,ใช้เวลาตอบสนองนานเกิน-pingไม่เจอ
831,AC-KW-11-A,NT,วัดพระยาสุเรนทร์,13.8741,100.6863,AC-KW-11-A-C1,วัดพระยาสุเรนทร์-CAM1,คลองสามวา,10.89.1.190,554,NVR,CCTV-SYMC-RTC-07,1940,10.94.12.178,1,Hikvision,Hikvision-API,api,admin,Bma@1234,rtsp://admin:Bma@1234@10.89.1.190:554/Streaming/channels/101,rtsp://admin:Bma@1234@10.89.1.190:554/Streaming/channels/102,,,,,,ข้อมูลใน rtc ผิด,#N/A,,FALSE,FALSE,ข้อมูลใน rtc ผิด
858,AC-KW-11-A,NT,วัดพระยาสุเรนทร์,13.8741,100.6863,AC-KW-11-A-C4,วัดพระยาสุเรนทร์-CAM4,คลองสามวา,10.89.1.190,554,NVR,CCTV-SYMC-RTC-07,1927,10.94.12.178,4,Hikvision,Hikvision-API,api,admin,Bma@1234,rtsp://admin:Bma@1234@10.89.1.190:554/Streaming/channels/401,rtsp://admin:Bma@1234@10.89.1.190:554/Streaming/channels/402,,,,,,ข้อมูลใน rtc ผิด,#N/A,,FALSE,FALSE,ข้อมูลใน rtc ผิด
805,AC-KW-11-B,NT,วัดพระยาสุเรนทร์,13.8741,100.6863,AC-KW-11-B-C3,วัดพระยาสุเรนทร์ A-CAM3,คลองสามวา,10.89.1.222,554,NVR,CCTV-SYMC-RTC-07,1914,10.94.12.178,3,Hikvision,Hikvision-API,api,admin,Bma@1234,rtsp://admin:Bma@1234@10.89.1.222:554/Streaming/channels/301,rtsp://admin:Bma@1234@10.89.1.222:554/Streaming/channels/302,,,,,,ข้อมูลใน rtc ผิด,#N/A,,FALSE,FALSE,ข้อมูลใน rtc ผิด
100,AC-KW-13-A,NT,วัดศรีสุก,13.91886,100.7914,AC-KW-13-A-C01,วัดศรีสุก-CAM1,คลองสามวา,10.89.2.62,554,NVR,CCTV-SYMC-RTC-07,1920,10.94.12.178,1,Dahua,Dahua-API,api,admin,Bma@1234,rtsp://admin:Bma@1234@10.89.2.62:554/cam/realmonitor?channel=1&subtype=0,rtsp://admin:Bma@1234@10.89.2.62:554/cam/realmonitor?channel=1&subtype=1,,,,,,ปกติ,#N/A,,FALSE,FALSE,ปกติ
109,AC-KW-13-A,NT,วัดศรีสุก,13.91886,100.7914,AC-KW-13-A-C02,วัดศรีสุก-CAM2,คลองสามวา,10.89.2.62,554,NVR,CCTV-SYMC-RTC-07,1929,10.94.12.178,2,Dahua,Dahua-API,api,admin,Bma@1234,rtsp://admin:Bma@1234@10.89.2.62:554/cam/realmonitor?channel=2&subtype=0,rtsp://admin:Bma@1234@10.89.2.62:554/cam/realmonitor?channel=2&subtype=1,,,,,,ปกติ,#N/A,,FALSE,FALSE,ปกติ
118,AC-KW-13-A,NT,วัดศรีสุก,13.91886,100.7914,AC-KW-13-A-C03,วัดศรีสุก-CAM3,คลองสามวา,10.89.2.62,554,NVR,CCTV-SYMC-RTC-07,1938,10.94.12.178,3,Dahua,Dahua-API,api,admin,Bma@1234,rtsp://admin:Bma@1234@10.89.2.62:554/cam/realmonitor?channel=3&subtype=0,rtsp://admin:Bma@1234@10.89.2.62:554/cam/realmonitor?channel=3&subtype=1,,,,,,ปกติ,#N/A,,FALSE,FALSE,ปกติ
127,AC-KW-13-B,NT,วัดศรีสุก,13.91886,100.7914,AC-KW-13-A-C04,วัดศรีสุก-CAM4,คลองสามวา,10.89.2.62,554,NVR,CCTV-SYMC-RTC-07,1907,10.94.12.178,4,Dahua,Dahua-API,api,admin,Bma@1234,rtsp://admin:Bma@1234@10.89.2.62:554/cam/realmonitor?channel=4&subtype=0,rtsp://admin:Bma@1234@10.89.2.62:554/cam/realmonitor?channel=4&subtype=1,,,,,,user หรือ password ผิด,#N/A,,FALSE,FALSE,user หรือ password ผิด
136,AC-KW-13-B,NT,วัดศรีสุก,13.91886,100.7914,AC-KW-13-A-C05,วัดศรีสุก-CAM5,คลองสามวา,10.89.2.62,554,NVR,CCTV-SYMC-RTC-07,1916,10.94.12.178,5,Dahua,Dahua-API,api,admin,Bma@1234,rtsp://admin:Bma@1234@10.89.2.62:554/cam/realmonitor?channel=5&subtype=0,rtsp://admin:Bma@1234@10.89.2.62:554/cam/realmonitor?channel=5&subtype=1,,,,,,ปกติ,#N/A,,FALSE,FALSE,ปกติ
